Time.Bands,Frequency,SE,Species
2016,0.021584384,0.006337766,Blue-eared Kingfisher
2017,0.021738085,0.006383619,Blue-eared Kingfisher
2018,0.025290986,0.007375167,Blue-eared Kingfisher
2014,0.040578905,0.004876465,Blue-faced Malkoha
2015,0.037911924,0.004442696,Blue-faced Malkoha
2016,0.036434182,0.004343261,Blue-faced Malkoha
2017,0.03563952,0.00423363,Blue-faced Malkoha
2018,0.032591496,0.003858815,Blue-faced Malkoha
2014,0.065836914,0.020976966,Blue-fronted Redstart
2015,0.07415026,0.023210693,Blue-fronted Redstart
2016,0.07434241,0.02318341,Blue-fronted Redstart
2017,0.074054309,0.023028838,Blue-fronted Redstart
2018,0.071198046,0.022302671,Blue-fronted Redstart
2014,NA,NA,Blue-fronted Robin
2015,NA,NA,Blue-fronted Robin
2016,NA,NA,Blue-fronted Robin
2017,NA,NA,Blue-fronted Robin
2018,NA,NA,Blue-fronted Robin
2014,NA,NA,Blue-naped Pitta
2015,NA,NA,Blue-naped Pitta
2016,NA,NA,Blue-naped Pitta
2017,NA,NA,Blue-naped Pitta
2018,NA,NA,Blue-naped Pitta
2014,0.078438646,0.008661978,Blue-tailed Bee-eater
2015,0.08020966,0.008777075,Blue-tailed Bee-eater
2016,0.070152625,0.007666551,Blue-tailed Bee-eater
2017,0.071339999,0.007786536,Blue-tailed Bee-eater
2018,0.071320365,0.00781065,Blue-tailed Bee-eater
2014,0.166736714,0.020497231,Blue-throated Barbet
2015,0.191188462,0.022349288,Blue-throated Barbet
2016,0.193217175,0.022428482,Blue-throated Barbet
2017,0.180943424,0.021123652,Blue-throated Barbet
2018,0.185120906,0.021537651,Blue-throated Barbet
2014,0.013267843,0.004947682,Blue-throated Flycatcher
2015,0.01210167,0.004487276,Blue-throated Flycatcher
2016,0.013827306,0.005125583,Blue-throated Flycatcher
2017,0.014661035,0.005432512,Blue-throated Flycatcher
2018,0.015782972,0.005820809,Blue-throated Flycatcher
2014,NA,NA,Blue-winged Laughingthrush
2015,NA,NA,Blue-winged Laughingthrush
2016,NA,NA,Blue-winged Laughingthrush
2017,NA,NA,Blue-winged Laughingthrush
2018,NA,NA,Blue-winged Laughingthrush
2014,0.03865889,0.015858391,Blue-winged Minla
2015,0.037960041,0.015518983,Blue-winged Minla
2016,0.029817897,0.012131157,Blue-winged Minla
2017,0.040929329,0.016579452,Blue-winged Minla
2018,0.034208277,0.013826894,Blue-winged Minla
2014,0.036921805,0.007293309,Blue Rock-Thrush
2015,0.02908389,0.00578565,Blue Rock-Thrush
2016,0.030770348,0.006104373,Blue Rock-Thrush
2017,0.032083729,0.006330333,Blue Rock-Thrush
2018,0.028708969,0.005670914,Blue Rock-Thrush
2014,0.18464403,0.023325023,Blue Whistling-Thrush
2015,0.201531229,0.02484687,Blue Whistling-Thrush
2016,0.176244157,0.022026554,Blue Whistling-Thrush
2017,0.192074587,0.023589051,Blue Whistling-Thrush
2018,0.189789305,0.023503445,Blue Whistling-Thrush
2014,0.020942988,0.003437494,Bluethroat
2015,0.024956346,0.003947727,Bluethroat
2016,0.022734519,0.003597702,Bluethroat
2017,0.023245743,0.003639598,Bluethroat
2018,0.019920271,0.003110022,Bluethroat
2014,0.056601126,0.044445776,Blyth's Leaf Warbler
2015,0.036323637,0.028555417,Blyth's Leaf Warbler
2016,0.040372501,0.031516843,Blyth's Leaf Warbler
2017,0.035262,0.027841584,Blyth's Leaf Warbler
2018,0.035403379,0.027823356,Blyth's Leaf Warbler
2014,0.002874353,0.000774091,Blyth's Pipit
2015,0.00230874,0.000598647,Blyth's Pipit
2016,0.002934422,0.000706752,Blyth's Pipit
2017,0.003467509,0.000842055,Blyth's Pipit
2018,0.004707122,0.001118487,Blyth's Pipit
2014,0.071028147,0.006227385,Blyth's Reed Warbler
2015,0.064993829,0.005538286,Blyth's Reed Warbler
2016,0.078158076,0.006550808,Blyth's Reed Warbler
2017,0.0664569,0.00562262,Blyth's Reed Warbler
2018,0.082840187,0.00691768,Blyth's Reed Warbler
2014,NA,NA,Blyth's Rosefinch
2015,NA,NA,Blyth's Rosefinch
2016,NA,NA,Blyth's Rosefinch
2017,NA,NA,Blyth's Rosefinch
2018,NA,NA,Blyth's Rosefinch
2014,NA,NA,Blyth's Swift
2015,NA,NA,Blyth's Swift
2016,NA,NA,Blyth's Swift
2017,NA,NA,Blyth's Swift
2018,NA,NA,Blyth's Swift
2014,NA,NA,Blyth's Tragopan
2015,NA,NA,Blyth's Tragopan
2016,NA,NA,Blyth's Tragopan
2017,NA,NA,Blyth's Tragopan
2018,NA,NA,Blyth's Tragopan
2014,0.031135698,0.00304995,Bonelli's Eagle
2015,0.027882738,0.002702928,Bonelli's Eagle
2016,0.027593298,0.002633674,Bonelli's Eagle
2017,0.029581922,0.002816097,Bonelli's Eagle
2018,0.02948923,0.002791372,Bonelli's Eagle
2014,0.023937853,0.005156464,Booted Eagle
2015,0.019086729,0.004121002,Booted Eagle
2016,0.021519057,0.004627351,Booted Eagle
2017,0.019169438,0.004124553,Booted Eagle
2018,0.021046896,0.004510637,Booted Eagle
2014,0.022705543,0.002513439,Booted Warbler
2015,0.021518761,0.002274508,Booted Warbler
2016,0.026286353,0.002759304,Booted Warbler
2017,0.027855836,0.002888801,Booted Warbler
2018,0.028867412,0.002986612,Booted Warbler
2014,0.094749422,0.009768355,Brahminy Kite
2015,0.102302794,0.010424449,Brahminy Kite
2016,0.088258187,0.009034732,Brahminy Kite
2017,0.097249849,0.009892833,Brahminy Kite
2018,0.10022738,0.010174593,Brahminy Kite
2014,0.166222822,0.010601104,Brahminy Starling
2015,0.174988415,0.010999242,Brahminy Starling
2016,0.166042777,0.010527251,Brahminy Starling
2017,0.173436844,0.010777869,Brahminy Starling
2018,0.178112246,0.011052932,Brahminy Starling
2014,NA,NA,Bristled Grassbird
2015,NA,NA,Bristled Grassbird
2016,NA,NA,Bristled Grassbird
2017,NA,NA,Bristled Grassbird
2018,NA,NA,Bristled Grassbird
2014,0.00814526,0.003529618,Broad-billed Sandpiper
2015,0.004342532,0.001850046,Broad-billed Sandpiper
2016,0.002763303,0.001184158,Broad-billed Sandpiper
2017,0.005956616,0.00247831,Broad-billed Sandpiper
2018,0.005153775,0.002146294,Broad-billed Sandpiper
2014,0.009920576,0.004302179,Broad-billed Warbler
2015,0.008302855,0.003628986,Broad-billed Warbler
2016,0.010727507,0.004475934,Broad-billed Warbler
2017,0.008510562,0.003532335,Broad-billed Warbler
2018,0.013399206,0.005419392,Broad-billed Warbler
2014,NA,NA,Broad-tailed Grassbird
2015,NA,NA,Broad-tailed Grassbird
2016,NA,NA,Broad-tailed Grassbird
2017,NA,NA,Broad-tailed Grassbird
2018,NA,NA,Broad-tailed Grassbird
2014,0.102909566,0.008535606,Bronze-winged Jacana
2015,0.094650773,0.007777888,Bronze-winged Jacana
2016,0.093463994,0.007714999,Bronze-winged Jacana
2017,0.080504605,0.006644065,Bronze-winged Jacana
2018,0.082278992,0.006776196,Bronze-winged Jacana
2014,0.070792127,0.007719046,Bronzed Drongo
2015,0.062910383,0.006927058,Bronzed Drongo
2016,0.064337539,0.007019217,Bronzed Drongo
2017,0.067677192,0.007375724,Bronzed Drongo
2018,0.073944507,0.008034375,Bronzed Drongo
2014,NA,NA,Brooks's Leaf Warbler
2015,NA,NA,Brooks's Leaf Warbler
2016,NA,NA,Brooks's Leaf Warbler
2017,NA,NA,Brooks's Leaf Warbler
2018,NA,NA,Brooks's Leaf Warbler
2014,0.01490734,0.003958863,Brown-backed Needletail
2015,0.012653359,0.003345768,Brown-backed Needletail
2016,0.010188065,0.002694707,Brown-backed Needletail
2017,0.009245169,0.002435906,Brown-backed Needletail
2018,0.010167601,0.002687231,Brown-backed Needletail
2014,0.00881033,0.001449425,Brown-breasted Flycatcher
2015,0.009232352,0.001475277,Brown-breasted Flycatcher
2016,0.009271649,0.00144182,Brown-breasted Flycatcher
2017,0.009147442,0.001414085,Brown-breasted Flycatcher
2018,0.009515528,0.001475467,Brown-breasted Flycatcher
2014,NA,NA,Brown-capped Laughingthrush
2015,NA,NA,Brown-capped Laughingthrush
2016,NA,NA,Brown-capped Laughingthrush
2017,NA,NA,Brown-capped Laughingthrush
2018,NA,NA,Brown-capped Laughingthrush
2014,0.041778049,0.004053176,Brown-capped Woodpecker
2015,0.035013653,0.003357568,Brown-capped Woodpecker
2016,0.034786023,0.003320397,Brown-capped Woodpecker
2017,0.039599329,0.00376548,Brown-capped Woodpecker
2018,0.035927716,0.003419293,Brown-capped Woodpecker
2014,0.025633272,0.003219254,Brown-cheeked Fulvetta
2015,0.0239686,0.002923256,Brown-cheeked Fulvetta
2016,0.029276474,0.003547254,Brown-cheeked Fulvetta
2017,0.028464259,0.003467089,Brown-cheeked Fulvetta
2018,0.028614432,0.003468604,Brown-cheeked Fulvetta
2014,0.066819246,0.012971626,Brown-fronted Woodpecker
2015,0.053632543,0.010322333,Brown-fronted Woodpecker
2016,0.045319233,0.008805681,Brown-fronted Woodpecker
2017,0.063778363,0.012196866,Brown-fronted Woodpecker
2018,0.064274832,0.012212665,Brown-fronted Woodpecker
2014,0.114125694,0.010661348,Brown-headed Barbet
2015,0.114806715,0.010874725,Brown-headed Barbet
2016,0.116039462,0.01083873,Brown-headed Barbet
2017,0.131501631,0.012132368,Brown-headed Barbet
2018,0.112670008,0.010527498,Brown-headed Barbet
2014,0.02292089,0.005261619,Brown-headed Gull
2015,0.027075371,0.006184017,Brown-headed Gull
2016,0.021627242,0.004935085,Brown-headed Gull
2017,0.020001926,0.004568512,Brown-headed Gull
2018,0.020094437,0.004590135,Brown-headed Gull
2014,NA,NA,Brown Bullfinch
2015,NA,NA,Brown Bullfinch
2016,NA,NA,Brown Bullfinch
2017,NA,NA,Brown Bullfinch
2018,NA,NA,Brown Bullfinch
2014,0.020197822,0.003199717,Brown Crake
2015,0.022223377,0.003384191,Brown Crake
2016,0.018128748,0.002760044,Brown Crake
2017,0.018849953,0.002809378,Brown Crake
2018,0.016455687,0.002453091,Brown Crake
2014,0.067579288,0.013569478,Brown Dipper
2015,0.064644761,0.013081202,Brown Dipper
2016,0.0692155,0.013702334,Brown Dipper
2017,0.079129117,0.015524411,Brown Dipper
2018,0.069937095,0.013847276,Brown Dipper
2014,0.024950743,0.002564059,Brown Fish-Owl
2015,0.022007225,0.002248951,Brown Fish-Owl
2016,0.020943508,0.002083029,Brown Fish-Owl
2017,0.021554552,0.002108864,Brown Fish-Owl
2018,0.017579739,0.001736225,Brown Fish-Owl
2014,NA,NA,Brown Hornbill
2015,NA,NA,Brown Hornbill
2016,NA,NA,Brown Hornbill
2017,NA,NA,Brown Hornbill
2018,NA,NA,Brown Hornbill
2014,0.053646468,0.005838767,Brown Shrike
2015,0.041016982,0.00442843,Brown Shrike
2016,0.043983745,0.00474664,Brown Shrike
2017,0.044287603,0.004786365,Brown Shrike
2018,0.043027261,0.004665706,Brown Shrike
2014,0.030540554,0.008467163,Brownish-flanked Bush Warbler
2015,0.024748617,0.00671034,Brownish-flanked Bush Warbler
2016,0.03059452,0.008227047,Brownish-flanked Bush Warbler
2017,0.028822117,0.007700839,Brownish-flanked Bush Warbler
2018,0.031683524,0.008472442,Brownish-flanked Bush Warbler
2014,0.02286227,0.010906137,Buff-barred Warbler
2015,0.017777592,0.008463419,Buff-barred Warbler
2016,0.022972466,0.010880004,Buff-barred Warbler
2017,0.025812603,0.01221182,Buff-barred Warbler
2018,0.0227733,0.01081561,Buff-barred Warbler
2014,NA,NA,Buff-chested Babbler
2015,NA,NA,Buff-chested Babbler
2016,NA,NA,Buff-chested Babbler
2017,NA,NA,Buff-chested Babbler
2018,NA,NA,Buff-chested Babbler
2014,NA,NA,Bugun Liocichla
2015,NA,NA,Bugun Liocichla
2016,NA,NA,Bugun Liocichla
2017,NA,NA,Bugun Liocichla
2018,NA,NA,Bugun Liocichla
2014,NA,NA,Cachar Bulbul
2015,NA,NA,Cachar Bulbul
2016,NA,NA,Cachar Bulbul
2017,NA,NA,Cachar Bulbul
2018,NA,NA,Cachar Bulbul
2014,0.023403219,0.006235663,Caspian Tern
2015,0.021577636,0.005701973,Caspian Tern
2016,0.029384375,0.007754485,Caspian Tern
2017,0.028620221,0.007534904,Caspian Tern
2018,0.022119389,0.005838413,Caspian Tern
2014,0.373162575,0.012063811,Cattle Egret
2015,0.327089459,0.01086244,Cattle Egret
2016,0.333686981,0.010983307,Cattle Egret
2017,0.328341582,0.010827731,Cattle Egret
2018,0.316512462,0.010593957,Cattle Egret
2014,NA,NA,Cheer Pheasant
2015,NA,NA,Cheer Pheasant
2016,NA,NA,Cheer Pheasant
2017,NA,NA,Cheer Pheasant
2018,NA,NA,Cheer Pheasant
2014,NA,NA,Chestnut-backed Laughingthrush
2015,NA,NA,Chestnut-backed Laughingthrush
2016,NA,NA,Chestnut-backed Laughingthrush
2017,NA,NA,Chestnut-backed Laughingthrush
2018,NA,NA,Chestnut-backed Laughingthrush
2014,0.04728713,0.007500834,Chestnut-bellied Nuthatch
2015,0.041871259,0.006536935,Chestnut-bellied Nuthatch
2016,0.043628679,0.006754656,Chestnut-bellied Nuthatch
2017,0.051196352,0.007766219,Chestnut-bellied Nuthatch
2018,0.051297165,0.007821704,Chestnut-bellied Nuthatch
2014,0.057540205,0.010487336,Chestnut-bellied Rock-Thrush
2015,0.059439215,0.010391201,Chestnut-bellied Rock-Thrush
2016,0.045250221,0.007975323,Chestnut-bellied Rock-Thrush
2017,0.044606007,0.007746575,Chestnut-bellied Rock-Thrush
2018,0.052404312,0.009191928,Chestnut-bellied Rock-Thrush
2014,0.05771559,0.008279288,Chestnut-bellied Sandgrouse
2015,0.052968554,0.007545439,Chestnut-bellied Sandgrouse
2016,0.056609752,0.007949539,Chestnut-bellied Sandgrouse
2017,0.059582191,0.008317105,Chestnut-bellied Sandgrouse
2018,0.060583505,0.008431321,Chestnut-bellied Sandgrouse
2014,0.02024602,0.0103609,Chestnut-breasted Bunting
2015,0.034236063,0.017218835,Chestnut-breasted Bunting
2016,0.036814428,0.018373569,Chestnut-breasted Bunting
2017,0.031546445,0.015873261,Chestnut-breasted Bunting
2018,0.028690398,0.014263075,Chestnut-breasted Bunting
2014,NA,NA,Chestnut-breasted Partridge
2015,NA,NA,Chestnut-breasted Partridge
2016,NA,NA,Chestnut-breasted Partridge
2017,NA,NA,Chestnut-breasted Partridge
2018,NA,NA,Chestnut-breasted Partridge
2014,0.04291191,0.052958795,Chestnut-capped Babbler
2015,0.040503816,0.050228131,Chestnut-capped Babbler
2016,0.057327898,0.070389968,Chestnut-capped Babbler
2017,0.059775529,0.072953523,Chestnut-capped Babbler
2018,0.060309104,0.073411791,Chestnut-capped Babbler
2014,0.066203473,0.018525486,Chestnut-crowned Laughingthrush
2015,0.054582119,0.015222064,Chestnut-crowned Laughingthrush
2016,0.043060414,0.01203856,Chestnut-crowned Laughingthrush
2017,0.042086911,0.011854882,Chestnut-crowned Laughingthrush
2018,0.049862408,0.013887304,Chestnut-crowned Laughingthrush
2014,0.029319426,0.020035361,Chestnut-crowned Warbler
2015,0.027585503,0.018595757,Chestnut-crowned Warbler
2016,0.030078143,0.020406109,Chestnut-crowned Warbler
2017,0.038347666,0.025793054,Chestnut-crowned Warbler
2018,0.032285416,0.021955854,Chestnut-crowned Warbler
2014,0.037395517,0.005112302,Chestnut-headed Bee-eater
2015,0.034832648,0.004693956,Chestnut-headed Bee-eater
2016,0.031898301,0.004310726,Chestnut-headed Bee-eater
2017,0.03679198,0.004954711,Chestnut-headed Bee-eater
2018,0.030605229,0.00414105,Chestnut-headed Bee-eater
2014,0.030149785,0.010290076,Chestnut-headed Tesia
2015,0.035442042,0.01211997,Chestnut-headed Tesia
2016,0.016952014,0.005789177,Chestnut-headed Tesia
2017,0.020332692,0.006959865,Chestnut-headed Tesia
2018,0.022919244,0.007744604,Chestnut-headed Tesia
2014,0.079903971,0.006416161,Chestnut-shouldered Petronia
2015,0.078471515,0.006374569,Chestnut-shouldered Petronia
2016,0.070024863,0.005636197,Chestnut-shouldered Petronia
2017,0.075994096,0.006121577,Chestnut-shouldered Petronia
2018,0.071674724,0.00579649,Chestnut-shouldered Petronia
2014,0.046836704,0.011336424,Chestnut-tailed Minla
2015,0.025979958,0.006333206,Chestnut-tailed Minla
2016,0.033175379,0.008005342,Chestnut-tailed Minla
2017,0.038843387,0.00920005,Chestnut-tailed Minla
2018,0.032164783,0.007592948,Chestnut-tailed Minla
2014,0.049340866,0.004342944,Chestnut-tailed Starling
2015,0.047788098,0.0042055,Chestnut-tailed Starling
2016,0.045930175,0.004006984,Chestnut-tailed Starling
2017,0.048022864,0.004115195,Chestnut-tailed Starling
2018,0.050791607,0.004349305,Chestnut-tailed Starling
2014,0.094108814,0.03743589,Chestnut Munia
2015,0.052985532,0.021598875,Chestnut Munia
2016,0.073455815,0.028890791,Chestnut Munia
2017,0.057111814,0.023019893,Chestnut Munia
2018,0.074399737,0.029124722,Chestnut Munia
2014,NA,NA,Chevron-breasted Babbler
2015,NA,NA,Chevron-breasted Babbler
2016,NA,NA,Chevron-breasted Babbler
2017,NA,NA,Chevron-breasted Babbler
2018,NA,NA,Chevron-breasted Babbler
2014,NA,NA,Chinese Rubythroat
2015,NA,NA,Chinese Rubythroat
2016,NA,NA,Chinese Rubythroat
2017,NA,NA,Chinese Rubythroat
2018,NA,NA,Chinese Rubythroat
2014,0.124761343,0.042249864,Chukar
2015,0.080344988,0.027406141,Chukar
2016,0.161299735,0.05213213,Chukar
2017,0.127199312,0.041948015,Chukar
2018,0.135379874,0.044232874,Chukar
2014,0.091209425,0.007285867,Cinereous Tit
2015,0.094723586,0.007509582,Cinereous Tit
2016,0.090193179,0.007087273,Cinereous Tit
2017,0.100173696,0.007829562,Cinereous Tit
2018,0.094815076,0.007435044,Cinereous Tit
2014,0.052475065,0.01811586,Cinereous Vulture
2015,0.038866,0.013375024,Cinereous Vulture
2016,0.033858162,0.011625235,Cinereous Vulture
2017,0.030819515,0.010361603,Cinereous Vulture
2018,0.032878083,0.01105983,Cinereous Vulture
2014,0.048513804,0.005720136,Cinnamon Bittern
2015,0.034729608,0.004072426,Cinnamon Bittern
2016,0.040014293,0.004696848,Cinnamon Bittern
2017,0.028442591,0.003371471,Cinnamon Bittern
2018,0.030434037,0.003552044,Cinnamon Bittern
2014,0.038851083,0.006167092,Citrine Wagtail
2015,0.040701264,0.006426291,Citrine Wagtail
2016,0.038558241,0.006055483,Citrine Wagtail
2017,0.042933854,0.00669803,Citrine Wagtail
2018,0.04188651,0.006549232,Citrine Wagtail
2014,0.014476955,0.001484941,Clamorous Reed Warbler
2015,0.015454157,0.001548229,Clamorous Reed Warbler
2016,0.016637239,0.001621477,Clamorous Reed Warbler
2017,0.017111838,0.001652443,Clamorous Reed Warbler
2018,0.016550269,0.00160824,Clamorous Reed Warbler
2014,0.08379686,0.023917777,Coal Tit
2015,0.079141574,0.022401774,Coal Tit
2016,0.082096144,0.023259013,Coal Tit
2017,0.064370405,0.018321015,Coal Tit
2018,0.081446725,0.022903318,Coal Tit
2014,NA,NA,Collared Falconet
2015,NA,NA,Collared Falconet
2016,NA,NA,Collared Falconet
2017,NA,NA,Collared Falconet
2018,NA,NA,Collared Falconet
2014,NA,NA,Collared Grosbeak
2015,NA,NA,Collared Grosbeak
2016,NA,NA,Collared Grosbeak
2017,NA,NA,Collared Grosbeak
2018,NA,NA,Collared Grosbeak
2014,0.256426196,0.099603795,Collared Kingfisher
2015,0.253221787,0.098212003,Collared Kingfisher
2016,0.273667873,0.104840997,Collared Kingfisher
2017,0.263419749,0.101137028,Collared Kingfisher
2018,0.267423533,0.103012634,Collared Kingfisher
2014,0.03887259,0.009085178,Collared Owlet
2015,0.022020259,0.005131058,Collared Owlet
2016,0.025332627,0.005846607,Collared Owlet
2017,0.034112991,0.007746276,Collared Owlet
2018,0.031729351,0.007151131,Collared Owlet
2014,0.019116209,0.007973939,Collared Treepie
2015,0.018719789,0.007874446,Collared Treepie
2016,0.01588305,0.006498834,Collared Treepie
2017,0.016970364,0.006863874,Collared Treepie
2018,0.023632487,0.009439117,Collared Treepie
2014,0.091698947,0.008525496,Common Babbler
2015,0.09200477,0.008416109,Common Babbler
2016,0.098777462,0.00900599,Common Babbler
2017,0.098270044,0.008883417,Common Babbler
2018,0.089927379,0.008222409,Common Babbler
2014,0.010580369,0.002692454,Common Buzzard
2015,0.005909699,0.001493763,Common Buzzard
2016,0.006332786,0.001596156,Common Buzzard
2017,0.008051444,0.002020719,Common Buzzard
2018,0.008693394,0.002155068,Common Buzzard
2014,0.037198543,0.004531994,Common Chiffchaff
2015,0.038787588,0.004575808,Common Chiffchaff
2016,0.042837467,0.004901658,Common Chiffchaff
2017,0.037954075,0.004331944,Common Chiffchaff
2018,0.038978573,0.004423908,Common Chiffchaff
2014,0.056851808,0.011119411,Common Crane
2015,0.046895581,0.009173573,Common Crane
2016,0.044829662,0.008654708,Common Crane
2017,0.046362409,0.008920832,Common Crane
2018,0.0553733,0.010431879,Common Crane
2014,0.039146507,0.006254055,Common Cuckoo
2015,0.029987791,0.004764055,Common Cuckoo
2016,0.032082817,0.004977971,Common Cuckoo
2017,0.02551651,0.003911475,Common Cuckoo
2018,0.030208458,0.004577097,Common Cuckoo
2014,0.006205797,0.001463214,Common Flameback
2015,0.002533425,0.000603823,Common Flameback
2016,0.001785014,0.000424838,Common Flameback
2017,0.002023895,0.000472967,Common Flameback
2018,0.001606618,0.000382833,Common Flameback
2014,0.042121098,0.010251277,Common Green-Magpie
2015,0.044697018,0.010640939,Common Green-Magpie
2016,0.043977494,0.010364396,Common Green-Magpie
2017,0.042470297,0.009928784,Common Green-Magpie
2018,0.048469606,0.011238944,Common Green-Magpie
2014,0.033816158,0.002965427,Common Greenshank
2015,0.031443265,0.00265192,Common Greenshank
2016,0.031937989,0.002699336,Common Greenshank
2017,0.028681965,0.00241672,Common Greenshank
2018,0.02589634,0.002179481,Common Greenshank
2014,0.131128426,0.007271477,Common Hawk-Cuckoo
2015,0.118537073,0.006601396,Common Hawk-Cuckoo
2016,0.102646229,0.005705863,Common Hawk-Cuckoo
2017,0.12709069,0.006799036,Common Hawk-Cuckoo
2018,0.117996629,0.006354406,Common Hawk-Cuckoo
2014,0.14365205,0.027134231,Common Hill Myna
2015,0.121017112,0.02306949,Common Hill Myna
2016,0.150207883,0.027753955,Common Hill Myna
2017,0.125012444,0.023600361,Common Hill Myna
2018,0.136140326,0.025592524,Common Hill Myna
